0.4,-0.16,1.45,0.31,-0.23,1.18,0.4,-0.23,0.92,0.85,-0.15,0.77,0,0.69,-0.08,0.78,1,0.7,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.42,-0.15,1.45,0.3,-0.23,1.2,0.51,-0.17,0.99,0.77,-0.16,0.77,0,0.87,-0.07,0.77,1,0.7,0.03,0.77,0,0.77,0.11,0.77,0,0.86,0.18,0.77,1
0.41,-0.14,1.44,0.32,-0.23,1.19,0.56,-0.13,1.05,0.69,-0.17,0.78,1,0.68,-0.08,0.77,0,0.84,0.01,0.77,1,0.67,0.1,0.78,0,0.78,0.17,0.77,0
0.42,-0.07,1.44,0.35,-0.15,1.18,0.54,-0.1,1.05,0.74,-0.16,0.78,1,0.82,-0.08,0.77,1,0.74,0.01,0.78,1,0.61,0.1,0.78,0,0.77,0.17,0.77,0
0.47,-0.13,1.44,0.38,-0.21,1.19,0.62,-0.17,1,0.78,-0.16,0.77,0,0.65,-0.07,0.78,1,0.83,0.02,0.77,0,0.74,0.1,0.77,1,0.85,0.18,0.77,1
0.44,-0.11,1.44,0.32,-0.2,1.18,0.59,-0.13,1.01,0.86,-0.14,0.77,0,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.45,-0.17,1.44,0.29,-0.25,1.2,0.46,-0.21,0.95,0.67,-0.17,0.77,1,0.82,-0.08,0.77,1,0.7,0.01,0.78,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.44,-0.1,1.43,0.34,-0.19,1.17,0.56,-0.13,0.97,0.82,-0.16,0.77,1,0.7,-0.08,0.78,0,0.75,0,0.77,1,0.66,0.1,0.77,1,0.82,0.17,0.77,1
0.43,-0.14,1.43,0.32,-0.22,1.17,0.52,-0.16,0.97,0.74,-0.16,0.78,0,0.75,-0.07,0.77,0,0.85,0.01,0.77,0,0.68,0.1,0.78,1,0.75,0.18,0.78,0
0.4,-0.15,1.44,0.32,-0.22,1.17,0.57,-0.15,1.02,0.83,-0.16,0.77,1,0.66,-0.09,0.78,0,0.72,0,0.77,0,0.85,0.07,0.78,0,0.71,0.17,0.78,0
