0.45,-0.17,1.44,0.29,-0.25,1.2,0.46,-0.21,0.95,0.67,-0.17,0.77,1,0.82,-0.08,0.77,1,0.7,0.01,0.78,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.34,-0.17,1.47,0.41,-0.22,1.17,0.48,-0.21,0.95,0.67,-0.17,0.77,1,0.82,-0.08,0.77,1,0.69,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.43,-0.14,1.42,0.47,-0.19,1.13,0.54,-0.18,0.91,0.68,-0.17,0.78,1,0.81,-0.08,0.77,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.45,-0.14,1.41,0.42,-0.18,1.12,0.65,-0.15,0.88,0.68,-0.17,0.87,1,0.82,-0.08,0.77,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.37,-0.14,1.44,0.44,-0.2,1.16,0.5,-0.19,1.09,0.68,-0.11,1.24,1,0.69,-0.08,0.76,1,0.85,0.01,0.79,0,0.8,0.1,0.77,1,0.47,0.24,0.74,1
0.43,-0.13,1.43,0.26,-0.23,1.17,0.43,-0.16,1.18,0.68,-0.11,1.24,1,0.82,-0.08,0.77,1,0.7,0.01,0.78,0,0.84,0.09,0.77,1,0.8,0.19,0.77,1
0.43,-0.13,1.43,0.3,-0.22,1.16,0.41,-0.17,1.18,0.69,-0.12,1.23,1,0.83,-0.08,0.77,1,0.69,0.01,0.77,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.44,-0.12,1.43,0.3,-0.22,1.16,0.52,-0.17,1.19,0.71,-0.13,1.26,1,0.82,-0.08,0.77,1,0.7,0.01,0.78,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.43,-0.12,1.43,0.3,-0.22,1.16,0.53,-0.16,1.18,0.72,-0.13,1.26,1,0.82,-0.08,0.77,1,0.69,0.01,0.77,0,0.84,0.09,0.77,1,0.8,0.19,0.77,1
0.43,-0.12,1.43,0.3,-0.22,1.16,0.46,-0.17,1.19,0.71,-0.1,1.25,1,0.82,-0.08,0.77,1,0.7,0.01,0.77,0,0.84,0.09,0.77,1,0.8,0.19,0.77,1
0.43,-0.12,1.43,0.3,-0.22,1.16,0.52,-0.16,1.18,0.71,-0.08,1.25,1,0.82,-0.08,0.77,1,0.71,0.01,0.78,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.45,-0.12,1.42,0.32,-0.22,1.18,0.43,-0.16,1.07,0.68,-0.24,0.96,1,0.81,-0.08,0.77,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.39,-0.16,1.43,0.44,-0.29,1.15,0.47,-0.43,0.92,0.67,-0.51,0.81,1,0.81,-0.08,0.77,1,0.85,0.01,0.79,0,0.8,0.1,0.77,1,0.51,0.23,0.74,1
0.49,-0.19,1.39,0.49,-0.31,1.12,0.61,-0.43,0.86,0.67,-0.52,0.78,1,0.81,-0.08,0.77,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.5,-0.16,1.4,0.49,-0.25,1.14,0.75,-0.16,0.96,0.67,-0.52,0.78,1,0.82,-0.08,0.77,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.56,-0.12,1.4,0.61,-0.14,1.1,0.72,-0.09,0.87,0.67,-0.52,0.78,1,0.83,-0.08,0.81,1,0.71,0.01,0.78,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.48,-0.12,1.43,0.73,-0.16,1.1,0.48,-0.11,0.95,0.67,-0.52,0.78,1,0.73,-0.08,1.15,1,0.69,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.45,-0.12,1.43,0.28,-0.22,1.16,0.46,-0.14,1.19,0.66,-0.52,0.78,1,0.68,-0.1,1.28,1,0.71,0.01,0.77,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.45,-0.13,1.43,0.28,-0.22,1.16,0.44,-0.14,1.2,0.66,-0.52,0.78,1,0.71,-0.09,1.29,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.47,-0.13,1.42,0.28,-0.23,1.16,0.5,-0.13,1.22,0.66,-0.52,0.78,1,0.66,-0.07,1.3,1,0.69,0.01,0.77,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.46,-0.13,1.43,0.28,-0.22,1.16,0.49,-0.13,1.21,0.66,-0.52,0.78,1,0.65,-0.06,1.33,1,0.7,0.01,0.77,0,0.84,0.09,0.77,1,0.8,0.19,0.77,1
0.46,-0.13,1.43,0.29,-0.22,1.16,0.51,-0.12,1.21,0.67,-0.52,0.78,1,0.69,-0.04,1.31,1,0.7,0.01,0.77,0,0.84,0.09,0.77,1,0.8,0.19,0.77,1
0.46,-0.13,1.42,0.67,-0.18,1.11,0.36,-0.13,1.21,0.67,-0.52,0.78,1,0.69,-0.17,1.17,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.49,-0.15,1.41,0.43,-0.26,1.15,0.66,-0.3,0.89,0.67,-0.52,0.78,1,0.69,-0.41,0.8,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.49,-0.18,1.4,0.48,-0.28,1.13,0.71,-0.33,0.87,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,0.7,0.01,0.77,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.5,-0.14,1.41,0.44,-0.21,1.11,0.48,-0.1,0.91,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,0.71,0.01,0.78,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.49,-0.1,1.41,0.49,-0.14,1.1,0.51,-0.03,0.87,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,0.69,0.01,1.02,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.47,-0.09,1.42,0.32,-0.22,1.19,0.41,-0.11,1.14,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,0.68,-0.03,1.19,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.46,-0.1,1.43,0.32,-0.22,1.19,0.47,-0.11,1.18,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,0.68,-0.03,1.21,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.46,-0.1,1.43,0.31,-0.22,1.18,0.47,-0.09,1.2,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,0.65,-0.03,1.23,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.46,-0.11,1.43,0.33,-0.23,1.17,0.49,-0.08,1.2,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,0.67,-0.01,1.25,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.47,-0.1,1.42,0.32,-0.22,1.18,0.53,-0.08,1.18,0.66,-0.52,0.78,1,0.69,-0.41,0.78,1,0.71,0,1.24,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.45,-0.1,1.43,0.32,-0.22,1.17,0.45,-0.1,1.18,0.68,-0.52,0.78,1,0.68,-0.41,0.78,1,0.72,-0.02,1.26,0,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.47,-0.1,1.42,0.4,-0.21,1.17,0.47,-0.11,1.17,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,0.65,0.1,1.2,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.53,-0.07,1.43,0.45,-0.1,1.16,0.36,0.19,1.11,0.66,-0.52,0.78,1,0.68,-0.41,0.78,1,0.65,0.1,1.2,0,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.56,-0.01,1.42,0.52,0.15,1.18,0.43,0.39,1.01,0.68,-0.52,0.78,1,0.69,-0.41,0.78,1,-1,-1,-1,-1,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.49,-0.03,1.44,0.5,0.09,1.17,0.7,0.07,1.11,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.85,0.09,0.77,1,0.79,0.19,0.77,1
0.47,-0.09,1.43,0.33,-0.23,1.19,0.59,-0.05,1.08,0.67,-0.52,0.78,1,0.69,-0.41,0.78,1,-1,-1,-1,-1,0.86,0.09,0.77,1,0.8,0.19,0.77,1
0.58,-0.1,1.39,0.41,-0.17,1.14,0.51,-0.05,0.97,0.68,-0.52,0.78,1,0.69,-0.41,0.78,1,-1,-1,-1,-1,0.85,0.09,0.77,1,0.8,0.19,0.77,1
0.49,-0.08,1.42,0.5,-0.09,1.11,0.5,0.03,0.88,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.78,0.02,1.03,1,0.8,0.19,0.78,1
0.46,-0.12,1.43,0.31,-0.23,1.19,0.45,-0.12,1.12,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.67,-0.07,1.22,1,0.8,0.19,0.77,1
0.47,-0.13,1.43,0.37,-0.23,1.18,0.45,-0.13,1.18,0.66,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.67,-0.07,1.22,1,0.8,0.19,0.77,1
0.47,-0.13,1.43,0.34,-0.25,1.18,0.4,-0.15,1.18,0.66,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.67,-0.06,1.24,1,0.8,0.19,0.77,1
0.47,-0.14,1.43,0.37,-0.24,1.17,0.43,-0.16,1.18,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.69,-0.07,1.26,1,0.81,0.19,0.77,1
0.47,-0.13,1.42,0.37,-0.24,1.17,0.45,-0.16,1.18,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.71,-0.08,1.27,1,0.8,0.19,0.77,1
0.47,-0.13,1.42,0.37,-0.24,1.17,0.45,-0.16,1.18,0.67,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.7,-0.08,1.27,1,0.81,0.19,0.77,1
0.45,-0.13,1.43,0.45,-0.22,1.15,0.5,-0.13,1.18,0.68,-0.52,0.78,1,0.68,-0.41,0.78,1,-1,-1,-1,-1,0.66,-0.05,1.25,1,0.8,0.19,0.77,1
