0.1,0,0.01
0.09,0.03,-0.13
-0.27,-0.04,0.08
0.06,0,0.2
-0.04,0.01,0.01
-0.04,-0.01,0
0.04,0,0
0.06,0,-0.02
0.1,0.01,-0.01
-0.09,0,0.02
-0.11,-0.01,0.02
-0.02,0,0
0.21,0.04,-0.01
-0.1,0.17,-0.04
-0.19,0.31,-0.14
0.04,0.02,0.02
0.03,-0.23,0.06
0.01,-0.27,0.05
0.37,0.06,-0.24
-0.32,-0.05,0.12
-0.1,-0.04,0.2
0.09,0.01,0
0.02,-0.01,-0.01
-0.06,0,0
-0.06,-0.02,0
0.1,0.01,-0.01
0.25,-0.34,-0.22
-0.05,0.05,-0.08
0.06,0.43,0.09
0.03,0.05,-0.07
-0.32,-0.04,0.03
-0.02,-0.11,0.22
0.01,0,0.05
0.03,0,0.02
0,0,-0.01
0,0,0
0.1,0,-0.01
-0.08,0,0.01
0.11,0.02,-0.02
-0.12,-0.02,0
-0.03,0,0
0.08,0.02,-0.01
-0.05,0.36,-0.08
-0.09,0.11,-0.05
0.06,-0.21,0.04
0.11,-0.25,0.01
0.05,0.18,-0.2
-0.08,-0.02,0
-0.15,-0.23,0.29
0.1,0,0.02
-0.06,-0.01,0
0.08,0.02,-0.02
0.15,0.02,-0.06
-0.27,-0.03,0.05
0.12,0.03,0
-0.07,-0.02,0.02
0.1,0.01,-0.02
0,-0.01,0
-0.02,0.72,-0.03
0,0.03,0
-0.04,-0.23,0
0.24,-0.39,-0.04
0.18,0.22,-0.21
-0.11,-0.07,-0.02
-0.33,-0.24,0.23
-0.12,-0.07,0.07
0.06,0.02,0.02
-0.01,0,0
0.05,-0.02,-0.01
-0.06,0,0.02
0.08,0.02,0
0.05,0.02,-0.02
-0.08,0,-0.09
0.21,-0.18,-0.2
-0.07,0.14,0.2
-0.06,0.09,0
0.1,0,0.01
